Entity,Code,Year,Homosexual activity (historical)
Jamaica,JAM,2012,"Male illegal, female legal or uncertain"
Jamaica,JAM,2013,"Male illegal, female legal or uncertain"
Jamaica,JAM,2014,"Male illegal, female legal or uncertain"
Jamaica,JAM,2015,"Male illegal, female legal or uncertain"
Jamaica,JAM,2016,"Male illegal, female legal or uncertain"
Jamaica,JAM,2017,"Male illegal, female legal or uncertain"
Jamaica,JAM,2018,"Male illegal, female legal or uncertain"
Jamaica,JAM,2019,"Male illegal, female legal or uncertain"
Jamaica,JAM,2020,"Male illegal, female legal or uncertain"
Jamaica,JAM,2021,"Male illegal, female legal or uncertain"
Jamaica,JAM,2022,"Male illegal, female legal or uncertain"
Jamaica,JAM,2023,"Male illegal, female legal or uncertain"
Jamaica,JAM,2024,"Male illegal, female legal or uncertain"
Japan,JPN,1950,Legal
Japan,JPN,1951,Legal
Japan,JPN,1952,Legal
Japan,JPN,1953,Legal
Japan,JPN,1954,Legal
Japan,JPN,1955,Legal
Japan,JPN,1956,Legal
Japan,JPN,1957,Legal
Japan,JPN,1958,Legal
Japan,JPN,1959,Legal
Japan,JPN,1960,Legal
Japan,JPN,1961,Legal
Japan,JPN,1962,Legal
Japan,JPN,1963,Legal
Japan,JPN,1964,Legal
Japan,JPN,1965,Legal
Japan,JPN,1966,Legal
Japan,JPN,1967,Legal
Japan,JPN,1968,Legal
Japan,JPN,1969,Legal
Japan,JPN,1970,Legal
Japan,JPN,1971,Legal
Japan,JPN,1972,Legal
Japan,JPN,1973,Legal
Japan,JPN,1974,Legal
Japan,JPN,1975,Legal
Japan,JPN,1976,Legal
Japan,JPN,1977,Legal
Japan,JPN,1978,Legal
Japan,JPN,1979,Legal
Japan,JPN,1980,Legal
Japan,JPN,1981,Legal
Japan,JPN,1982,Legal
Japan,JPN,1983,Legal
Japan,JPN,1984,Legal
Japan,JPN,1985,Legal
Japan,JPN,1986,Legal
Japan,JPN,1987,Legal
Japan,JPN,1988,Legal
Japan,JPN,1989,Legal
Japan,JPN,1990,Legal
Japan,JPN,1991,Legal
Japan,JPN,1992,Legal
Japan,JPN,1993,Legal
Japan,JPN,1994,Legal
Japan,JPN,1995,Legal
Japan,JPN,1996,Legal
Japan,JPN,1997,Legal
Japan,JPN,1998,Legal
Japan,JPN,1999,Legal
Japan,JPN,2000,Legal
Japan,JPN,2001,Legal
Japan,JPN,2002,Legal
Japan,JPN,2003,Legal
Japan,JPN,2004,Legal
Japan,JPN,2005,Legal
Japan,JPN,2006,Legal
Japan,JPN,2007,Legal
Japan,JPN,2008,Legal
Japan,JPN,2009,Legal
Japan,JPN,2010,Legal
Japan,JPN,2011,Legal
Japan,JPN,2012,Legal
Japan,JPN,2013,Legal
Japan,JPN,2014,Legal
Japan,JPN,2015,Legal
Japan,JPN,2016,Legal
Japan,JPN,2017,Legal
Japan,JPN,2018,Legal
Japan,JPN,2019,Legal
Japan,JPN,2020,Legal
Japan,JPN,2021,Legal
Japan,JPN,2022,Legal
Japan,JPN,2023,Legal
Japan,JPN,2024,Legal
Jordan,JOR,1951,Legal
Jordan,JOR,1952,Legal
Jordan,JOR,1953,Legal
Jordan,JOR,1954,Legal
Jordan,JOR,1955,Legal
Jordan,JOR,1956,Legal
Jordan,JOR,1957,Legal
Jordan,JOR,1958,Legal
Jordan,JOR,1959,Legal
Jordan,JOR,1960,Legal
Jordan,JOR,1961,Legal
Jordan,JOR,1962,Legal
Jordan,JOR,1963,Legal
Jordan,JOR,1964,Legal
Jordan,JOR,1965,Legal
Jordan,JOR,1966,Legal
Jordan,JOR,1967,Legal
Jordan,JOR,1968,Legal
Jordan,JOR,1969,Legal
Jordan,JOR,1970,Legal
Jordan,JOR,1971,Legal
Jordan,JOR,1972,Legal
Jordan,JOR,1973,Legal
Jordan,JOR,1974,Legal
Jordan,JOR,1975,Legal
Jordan,JOR,1976,Legal
Jordan,JOR,1977,Legal
Jordan,JOR,1978,Legal
Jordan,JOR,1979,Legal
Jordan,JOR,1980,Legal
Jordan,JOR,1981,Legal
Jordan,JOR,1982,Legal
Jordan,JOR,1983,Legal
Jordan,JOR,1984,Legal
Jordan,JOR,1985,Legal
Jordan,JOR,1986,Legal
Jordan,JOR,1987,Legal
Jordan,JOR,1988,Legal
Jordan,JOR,1989,Legal
Jordan,JOR,1990,Legal
Jordan,JOR,1991,Legal
Jordan,JOR,1992,Legal
Jordan,JOR,1993,Legal
Jordan,JOR,1994,Legal
Jordan,JOR,1995,Legal
Jordan,JOR,1996,Legal
Jordan,JOR,1997,Legal
Jordan,JOR,1998,Legal
Jordan,JOR,1999,Legal
Jordan,JOR,2000,Legal
Jordan,JOR,2001,Legal
Jordan,JOR,2002,Legal
Jordan,JOR,2003,Legal
Jordan,JOR,2004,Legal
Jordan,JOR,2005,Legal
Jordan,JOR,2006,Legal
Jordan,JOR,2007,Legal
Jordan,JOR,2008,Legal
Jordan,JOR,2009,Legal
Jordan,JOR,2010,Legal
Jordan,JOR,2011,Legal
Jordan,JOR,2012,Legal
Jordan,JOR,2013,Legal
Jordan,JOR,2014,Legal
Jordan,JOR,2015,Legal
Jordan,JOR,2016,Legal
Jordan,JOR,2017,Legal
Jordan,JOR,2018,Legal
Jordan,JOR,2019,Legal
Jordan,JOR,2020,Legal
Jordan,JOR,2021,Legal
Jordan,JOR,2022,Legal
Jordan,JOR,2023,Legal
Jordan,JOR,2024,Legal
Kazakhstan,KAZ,1950,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1951,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1952,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1953,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1954,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1955,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1956,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1957,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1958,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1959,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1960,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1961,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1962,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1963,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1964,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1965,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1966,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1967,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1968,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1969,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1970,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1971,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1972,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1973,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1974,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1975,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1976,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1977,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1978,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1979,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1980,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1981,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1982,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1983,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1984,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1985,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1986,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1987,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1988,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1989,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1990,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1991,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1992,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1993,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1994,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1995,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1996,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1997,"Male illegal, female legal or uncertain"
Kazakhstan,KAZ,1998,Legal
Kazakhstan,KAZ,1999,Legal
Kazakhstan,KAZ,2000,Legal
Kazakhstan,KAZ,2001,Legal
Kazakhstan,KAZ,2002,Legal
Kazakhstan,KAZ,2003,Legal
Kazakhstan,KAZ,2004,Legal
Kazakhstan,KAZ,2005,Legal
Kazakhstan,KAZ,2006,Legal
Kazakhstan,KAZ,2007,Legal
Kazakhstan,KAZ,2008,Legal
Kazakhstan,KAZ,2009,Legal
Kazakhstan,KAZ,2010,Legal
Kazakhstan,KAZ,2011,Legal
Kazakhstan,KAZ,2012,Legal
Kazakhstan,KAZ,2013,Legal
Kazakhstan,KAZ,2014,Legal
Kazakhstan,KAZ,2015,Legal
Kazakhstan,KAZ,2016,Legal
Kazakhstan,KAZ,2017,Legal
Kazakhstan,KAZ,2018,Legal
Kazakhstan,KAZ,2019,Legal
Kazakhstan,KAZ,2020,Legal
Kazakhstan,KAZ,2021,Legal
Kazakhstan,KAZ,2022,Legal
Kazakhstan,KAZ,2023,Legal
Kazakhstan,KAZ,2024,Legal
Kenya,KEN,1950,"Illegal, prison or other penalty"
Kenya,KEN,1951,"Illegal, prison or other penalty"
Kenya,KEN,1952,"Illegal, prison or other penalty"
Kenya,KEN,1953,"Illegal, prison or other penalty"
Kenya,KEN,1954,"Illegal, prison or other penalty"
Kenya,KEN,1955,"Illegal, prison or other penalty"
Kenya,KEN,1956,"Illegal, prison or other penalty"
Kenya,KEN,1957,"Illegal, prison or other penalty"
Kenya,KEN,1958,"Illegal, prison or other penalty"
Kenya,KEN,1959,"Illegal, prison or other penalty"
Kenya,KEN,1960,"Illegal, prison or other penalty"
Kenya,KEN,1961,"Illegal, prison or other penalty"
Kenya,KEN,1962,"Illegal, prison or other penalty"
Kenya,KEN,1963,"Illegal, prison or other penalty"
Kenya,KEN,1964,"Illegal, prison or other penalty"
Kenya,KEN,1965,"Illegal, prison or other penalty"
Kenya,KEN,1966,"Illegal, prison or other penalty"
Kenya,KEN,1967,"Illegal, prison or other penalty"
Kenya,KEN,1968,"Illegal, prison or other penalty"
Kenya,KEN,1969,"Illegal, prison or other penalty"
Kenya,KEN,1970,"Illegal, prison or other penalty"
Kenya,KEN,1971,"Illegal, prison or other penalty"
Kenya,KEN,1972,"Illegal, prison or other penalty"
Kenya,KEN,1973,"Illegal, prison or other penalty"
Kenya,KEN,1974,"Illegal, prison or other penalty"
Kenya,KEN,1975,"Illegal, prison or other penalty"
Kenya,KEN,1976,"Illegal, prison or other penalty"
Kenya,KEN,1977,"Illegal, prison or other penalty"
Kenya,KEN,1978,"Illegal, prison or other penalty"
Kenya,KEN,1979,"Illegal, prison or other penalty"
Kenya,KEN,1980,"Illegal, prison or other penalty"
Kenya,KEN,1981,"Illegal, prison or other penalty"
Kenya,KEN,1982,"Illegal, prison or other penalty"
Kenya,KEN,1983,"Illegal, prison or other penalty"
Kenya,KEN,1984,"Illegal, prison or other penalty"
Kenya,KEN,1985,"Illegal, prison or other penalty"
Kenya,KEN,1986,"Illegal, prison or other penalty"
Kenya,KEN,1987,"Illegal, prison or other penalty"
Kenya,KEN,1988,"Illegal, prison or other penalty"
Kenya,KEN,1989,"Illegal, prison or other penalty"
Kenya,KEN,1990,"Illegal, prison or other penalty"
Kenya,KEN,1991,"Illegal, prison or other penalty"
Kenya,KEN,1992,"Illegal, prison or other penalty"
Kenya,KEN,1993,"Illegal, prison or other penalty"
Kenya,KEN,1994,"Illegal, prison or other penalty"
Kenya,KEN,1995,"Illegal, prison or other penalty"
Kenya,KEN,1996,"Illegal, prison or other penalty"
Kenya,KEN,1997,"Illegal, prison or other penalty"
Kenya,KEN,1998,"Illegal, prison or other penalty"
Kenya,KEN,1999,"Illegal, prison or other penalty"
Kenya,KEN,2000,"Illegal, prison or other penalty"
Kenya,KEN,2001,"Illegal, prison or other penalty"
Kenya,KEN,2002,"Illegal, prison or other penalty"
Kenya,KEN,2003,"Illegal, prison or other penalty"
Kenya,KEN,2004,"Illegal, prison or other penalty"
Kenya,KEN,2005,"Illegal, prison or other penalty"
Kenya,KEN,2006,"Illegal, prison or other penalty"
Kenya,KEN,2007,"Illegal, prison or other penalty"
Kenya,KEN,2008,"Illegal, prison or other penalty"
Kenya,KEN,2009,"Illegal, prison or other penalty"
Kenya,KEN,2010,"Illegal, prison or other penalty"
Kenya,KEN,2011,"Illegal, prison or other penalty"
Kenya,KEN,2012,"Illegal, prison or other penalty"
Kenya,KEN,2013,"Illegal, prison or other penalty"
Kenya,KEN,2014,"Illegal, prison or other penalty"
Kenya,KEN,2015,"Illegal, prison or other penalty"
Kenya,KEN,2016,"Illegal, prison or other penalty"
Kenya,KEN,2017,"Illegal, prison or other penalty"
Kenya,KEN,2018,"Illegal, prison or other penalty"
Kenya,KEN,2019,"Illegal, prison or other penalty"
Kenya,KEN,2020,"Illegal, prison or other penalty"
Kenya,KEN,2021,"Illegal, prison or other penalty"
Kenya,KEN,2022,"Illegal, prison or other penalty"
Kenya,KEN,2023,"Illegal, prison or other penalty"
Kenya,KEN,2024,"Illegal, prison or other penalty"
Kiribati,KIR,2024,"Male illegal, female legal or uncertain"
Kuwait,KWT,1960,"Illegal, prison or other penalty"
Kuwait,KWT,1961,"Illegal, prison or other penalty"
Kuwait,KWT,1962,"Illegal, prison or other penalty"
Kuwait,KWT,1963,"Illegal, prison or other penalty"
Kuwait,KWT,1964,"Illegal, prison or other penalty"
Kuwait,KWT,1965,"Illegal, prison or other penalty"
Kuwait,KWT,1966,"Illegal, prison or other penalty"
Kuwait,KWT,1967,"Illegal, prison or other penalty"
Kuwait,KWT,1968,"Illegal, prison or other penalty"
Kuwait,KWT,1969,"Illegal, prison or other penalty"
Kuwait,KWT,1970,"Illegal, prison or other penalty"
Kuwait,KWT,1971,"Illegal, prison or other penalty"
Kuwait,KWT,1972,"Illegal, prison or other penalty"
Kuwait,KWT,1973,"Illegal, prison or other penalty"
Kuwait,KWT,1974,"Illegal, prison or other penalty"
Kuwait,KWT,1975,"Illegal, prison or other penalty"
Kuwait,KWT,1976,"Illegal, prison or other penalty"
Kuwait,KWT,1977,"Illegal, prison or other penalty"
Kuwait,KWT,1978,"Illegal, prison or other penalty"
Kuwait,KWT,1979,"Illegal, prison or other penalty"
Kuwait,KWT,1980,"Illegal, prison or other penalty"
Kuwait,KWT,1981,"Illegal, prison or other penalty"
Kuwait,KWT,1982,"Illegal, prison or other penalty"
Kuwait,KWT,1983,"Illegal, prison or other penalty"
Kuwait,KWT,1984,"Illegal, prison or other penalty"
Kuwait,KWT,1985,"Illegal, prison or other penalty"
Kuwait,KWT,1986,"Illegal, prison or other penalty"
Kuwait,KWT,1987,"Illegal, prison or other penalty"
Kuwait,KWT,1988,"Illegal, prison or other penalty"
Kuwait,KWT,1989,"Illegal, prison or other penalty"
Kuwait,KWT,1990,"Illegal, prison or other penalty"
Kuwait,KWT,1991,"Illegal, prison or other penalty"
Kuwait,KWT,1992,"Illegal, prison or other penalty"
Kuwait,KWT,1993,"Illegal, prison or other penalty"
Kuwait,KWT,1994,"Illegal, prison or other penalty"
Kuwait,KWT,1995,"Illegal, prison or other penalty"
Kuwait,KWT,1996,"Illegal, prison or other penalty"
Kuwait,KWT,1997,"Illegal, prison or other penalty"
Kuwait,KWT,1998,"Illegal, prison or other penalty"
Kuwait,KWT,1999,"Illegal, prison or other penalty"
Kuwait,KWT,2000,"Illegal, prison or other penalty"
Kuwait,KWT,2001,"Illegal, prison or other penalty"
Kuwait,KWT,2002,"Illegal, prison or other penalty"
Kuwait,KWT,2003,"Illegal, prison or other penalty"
Kuwait,KWT,2004,"Illegal, prison or other penalty"
Kuwait,KWT,2005,"Illegal, prison or other penalty"
Kuwait,KWT,2006,"Illegal, prison or other penalty"
Kuwait,KWT,2007,"Illegal, prison or other penalty"
Kuwait,KWT,2008,"Illegal, prison or other penalty"
Kuwait,KWT,2009,"Illegal, prison or other penalty"
Kuwait,KWT,2010,"Illegal, prison or other penalty"
Kuwait,KWT,2011,"Illegal, prison or other penalty"
Kuwait,KWT,2012,"Illegal, prison or other penalty"
Kuwait,KWT,2013,"Illegal, prison or other penalty"
Kuwait,KWT,2014,"Illegal, prison or other penalty"
Kuwait,KWT,2015,"Illegal, prison or other penalty"
Kuwait,KWT,2016,"Illegal, prison or other penalty"
Kuwait,KWT,2017,"Illegal, prison or other penalty"
Kuwait,KWT,2018,"Illegal, prison or other penalty"
Kuwait,KWT,2019,"Illegal, prison or other penalty"
Kuwait,KWT,2020,"Illegal, prison or other penalty"
Kuwait,KWT,2021,"Illegal, prison or other penalty"
Kuwait,KWT,2022,"Illegal, prison or other penalty"
Kuwait,KWT,2023,"Illegal, prison or other penalty"
Kuwait,KWT,2024,"Illegal, prison or other penalty"
Kyrgyzstan,KGZ,1997,Legal
Kyrgyzstan,KGZ,1998,Legal
Kyrgyzstan,KGZ,1999,Legal
Kyrgyzstan,KGZ,2000,Legal
Kyrgyzstan,KGZ,2001,Legal
Kyrgyzstan,KGZ,2002,Legal
Kyrgyzstan,KGZ,2003,Legal
Kyrgyzstan,KGZ,2004,Legal
Kyrgyzstan,KGZ,2005,Legal
Kyrgyzstan,KGZ,2006,Legal
Kyrgyzstan,KGZ,2007,Legal
Kyrgyzstan,KGZ,2008,Legal
Kyrgyzstan,KGZ,2009,Legal
Kyrgyzstan,KGZ,2010,Legal
Kyrgyzstan,KGZ,2011,Legal
Kyrgyzstan,KGZ,2012,Legal
Kyrgyzstan,KGZ,2013,Legal
Kyrgyzstan,KGZ,2014,Legal
Kyrgyzstan,KGZ,2015,Legal
Kyrgyzstan,KGZ,2016,Legal
Kyrgyzstan,KGZ,2017,Legal
Kyrgyzstan,KGZ,2018,Legal
Kyrgyzstan,KGZ,2019,Legal
Kyrgyzstan,KGZ,2020,Legal
Kyrgyzstan,KGZ,2021,Legal
Kyrgyzstan,KGZ,2022,Legal
Kyrgyzstan,KGZ,2023,Legal
Kyrgyzstan,KGZ,2024,Legal
Laos,LAO,1990,Legal
Laos,LAO,1991,Legal
Laos,LAO,1992,Legal
Laos,LAO,1993,Legal
Laos,LAO,1994,Legal
Laos,LAO,1995,Legal
Laos,LAO,1996,Legal
Laos,LAO,1997,Legal
Laos,LAO,1998,Legal
Laos,LAO,1999,Legal
Laos,LAO,2000,Legal
Laos,LAO,2001,Legal
Laos,LAO,2002,Legal
Laos,LAO,2003,Legal
Laos,LAO,2004,Legal
Laos,LAO,2005,Legal
Laos,LAO,2006,Legal
Laos,LAO,2007,Legal
Laos,LAO,2008,Legal
Laos,LAO,2009,Legal
Laos,LAO,2010,Legal
Laos,LAO,2011,Legal
Laos,LAO,2012,Legal
Laos,LAO,2013,Legal
Laos,LAO,2014,Legal
Laos,LAO,2015,Legal
Laos,LAO,2016,Legal
Laos,LAO,2017,Legal
Laos,LAO,2018,Legal
Laos,LAO,2019,Legal
Laos,LAO,2020,Legal
Laos,LAO,2021,Legal
Laos,LAO,2022,Legal
Laos,LAO,2023,Legal
Laos,LAO,2024,Legal
Latvia,LVA,1992,Legal
Latvia,LVA,1993,Legal
Latvia,LVA,1994,Legal
Latvia,LVA,1995,Legal
Latvia,LVA,1996,Legal
Latvia,LVA,1997,Legal
Latvia,LVA,1998,Legal
Latvia,LVA,1999,Legal
Latvia,LVA,2000,Legal
Latvia,LVA,2001,Legal
Latvia,LVA,2002,Legal
Latvia,LVA,2003,Legal
Latvia,LVA,2004,Legal
Latvia,LVA,2005,Legal
Latvia,LVA,2006,Legal
Latvia,LVA,2007,Legal
Latvia,LVA,2008,Legal
Latvia,LVA,2009,Legal
Latvia,LVA,2010,Legal
Latvia,LVA,2011,Legal
Latvia,LVA,2012,Legal
Latvia,LVA,2013,Legal
Latvia,LVA,2014,Legal
Latvia,LVA,2015,Legal
Latvia,LVA,2016,Legal
Latvia,LVA,2017,Legal
Latvia,LVA,2018,Legal
Latvia,LVA,2019,Legal
Latvia,LVA,2020,Legal
Latvia,LVA,2021,Legal
Latvia,LVA,2022,Legal
Latvia,LVA,2023,Legal
Latvia,LVA,2024,Legal
Lebanon,LBN,1950,Ambiguous
Lebanon,LBN,1951,Ambiguous
Lebanon,LBN,1952,Ambiguous
Lebanon,LBN,1953,Ambiguous
Lebanon,LBN,1954,Ambiguous
Lebanon,LBN,1955,Ambiguous
Lebanon,LBN,1956,Ambiguous
Lebanon,LBN,1957,Ambiguous
Lebanon,LBN,1958,Ambiguous
Lebanon,LBN,1959,Ambiguous
Lebanon,LBN,1960,Ambiguous
Lebanon,LBN,1961,Ambiguous
Lebanon,LBN,1962,Ambiguous
Lebanon,LBN,1963,Ambiguous
Lebanon,LBN,1964,Ambiguous
Lebanon,LBN,1965,Ambiguous
Lebanon,LBN,1966,Ambiguous
Lebanon,LBN,1967,Ambiguous
Lebanon,LBN,1968,Ambiguous
Lebanon,LBN,1969,Ambiguous
Lebanon,LBN,1970,Ambiguous
Lebanon,LBN,1971,Ambiguous
Lebanon,LBN,1972,Ambiguous
Lebanon,LBN,1973,Ambiguous
Lebanon,LBN,1974,Ambiguous
Lebanon,LBN,1975,Ambiguous
Lebanon,LBN,1976,Ambiguous
Lebanon,LBN,1977,Ambiguous
Lebanon,LBN,1978,Ambiguous
Lebanon,LBN,1979,Ambiguous
Lebanon,LBN,1980,Ambiguous
Lebanon,LBN,1981,Ambiguous
Lebanon,LBN,1982,Ambiguous
Lebanon,LBN,1983,Ambiguous
Lebanon,LBN,1984,Ambiguous
Lebanon,LBN,1985,Ambiguous
Lebanon,LBN,1986,Ambiguous
Lebanon,LBN,1987,Ambiguous
Lebanon,LBN,1988,Ambiguous
Lebanon,LBN,1989,Ambiguous
Lebanon,LBN,1990,Ambiguous
Lebanon,LBN,1991,Ambiguous
Lebanon,LBN,1992,Ambiguous
Lebanon,LBN,1993,Ambiguous
Lebanon,LBN,1994,Ambiguous
Lebanon,LBN,1995,Ambiguous
Lebanon,LBN,1996,Ambiguous
Lebanon,LBN,1997,Ambiguous
Lebanon,LBN,1998,Ambiguous
Lebanon,LBN,1999,Ambiguous
Lebanon,LBN,2000,Ambiguous
Lebanon,LBN,2001,Ambiguous
Lebanon,LBN,2002,Ambiguous
Lebanon,LBN,2003,Ambiguous
Lebanon,LBN,2004,Ambiguous
Lebanon,LBN,2005,Ambiguous
Lebanon,LBN,2006,Ambiguous
Lebanon,LBN,2007,Ambiguous
Lebanon,LBN,2008,Ambiguous
Lebanon,LBN,2009,Ambiguous
Lebanon,LBN,2010,Ambiguous
Lebanon,LBN,2011,Ambiguous
Lebanon,LBN,2012,Ambiguous
Lebanon,LBN,2013,Ambiguous
Lebanon,LBN,2014,Ambiguous
Lebanon,LBN,2015,Ambiguous
Lebanon,LBN,2016,Ambiguous
Lebanon,LBN,2017,Ambiguous
Lebanon,LBN,2018,Ambiguous
Lebanon,LBN,2019,Ambiguous
Lebanon,LBN,2020,Ambiguous
Lebanon,LBN,2021,Ambiguous
Lebanon,LBN,2022,Ambiguous
Lebanon,LBN,2023,Ambiguous
Lebanon,LBN,2024,Ambiguous
Lesotho,LSO,1950,"Male illegal, female legal or uncertain"
Lesotho,LSO,1951,"Male illegal, female legal or uncertain"
Lesotho,LSO,1952,"Male illegal, female legal or uncertain"
Lesotho,LSO,1953,"Male illegal, female legal or uncertain"
Lesotho,LSO,1954,"Male illegal, female legal or uncertain"
Lesotho,LSO,1955,"Male illegal, female legal or uncertain"
Lesotho,LSO,1956,"Male illegal, female legal or uncertain"
Lesotho,LSO,1957,"Male illegal, female legal or uncertain"
Lesotho,LSO,1958,"Male illegal, female legal or uncertain"
Lesotho,LSO,1959,"Male illegal, female legal or uncertain"
Lesotho,LSO,1960,"Male illegal, female legal or uncertain"
Lesotho,LSO,1961,"Male illegal, female legal or uncertain"
Lesotho,LSO,1962,"Male illegal, female legal or uncertain"
Lesotho,LSO,1963,"Male illegal, female legal or uncertain"
Lesotho,LSO,1964,"Male illegal, female legal or uncertain"
Lesotho,LSO,1965,"Male illegal, female legal or uncertain"
Lesotho,LSO,1966,"Male illegal, female legal or uncertain"
Lesotho,LSO,1967,"Male illegal, female legal or uncertain"
Lesotho,LSO,1968,"Male illegal, female legal or uncertain"
Lesotho,LSO,1969,"Male illegal, female legal or uncertain"
Lesotho,LSO,1970,"Male illegal, female legal or uncertain"
Lesotho,LSO,1971,"Male illegal, female legal or uncertain"
Lesotho,LSO,1972,"Male illegal, female legal or uncertain"
Lesotho,LSO,1973,"Male illegal, female legal or uncertain"
Lesotho,LSO,1974,"Male illegal, female legal or uncertain"
Lesotho,LSO,1975,"Male illegal, female legal or uncertain"
Lesotho,LSO,1976,"Male illegal, female legal or uncertain"
Lesotho,LSO,1977,"Male illegal, female legal or uncertain"
Lesotho,LSO,1978,"Male illegal, female legal or uncertain"
Lesotho,LSO,1979,"Male illegal, female legal or uncertain"
Lesotho,LSO,1980,"Male illegal, female legal or uncertain"
Lesotho,LSO,1981,"Male illegal, female legal or uncertain"
Lesotho,LSO,1982,"Male illegal, female legal or uncertain"
Lesotho,LSO,1983,"Male illegal, female legal or uncertain"
Lesotho,LSO,1984,"Male illegal, female legal or uncertain"
Lesotho,LSO,1985,"Male illegal, female legal or uncertain"
Lesotho,LSO,1986,"Male illegal, female legal or uncertain"
Lesotho,LSO,1987,"Male illegal, female legal or uncertain"
Lesotho,LSO,1988,"Male illegal, female legal or uncertain"
Lesotho,LSO,1989,"Male illegal, female legal or uncertain"
Lesotho,LSO,1990,"Male illegal, female legal or uncertain"
Lesotho,LSO,1991,"Male illegal, female legal or uncertain"
Lesotho,LSO,1992,"Male illegal, female legal or uncertain"
Lesotho,LSO,1993,"Male illegal, female legal or uncertain"
Lesotho,LSO,1994,"Male illegal, female legal or uncertain"
Lesotho,LSO,1995,"Male illegal, female legal or uncertain"
Lesotho,LSO,1996,"Male illegal, female legal or uncertain"
Lesotho,LSO,1997,"Male illegal, female legal or uncertain"
Lesotho,LSO,1998,"Male illegal, female legal or uncertain"
Lesotho,LSO,1999,"Male illegal, female legal or uncertain"
Lesotho,LSO,2000,"Male illegal, female legal or uncertain"
Lesotho,LSO,2001,"Male illegal, female legal or uncertain"
Lesotho,LSO,2002,"Male illegal, female legal or uncertain"
Lesotho,LSO,2003,"Male illegal, female legal or uncertain"
Lesotho,LSO,2004,"Male illegal, female legal or uncertain"
Lesotho,LSO,2005,"Male illegal, female legal or uncertain"
Lesotho,LSO,2006,"Male illegal, female legal or uncertain"
Lesotho,LSO,2007,"Male illegal, female legal or uncertain"
Lesotho,LSO,2008,"Male illegal, female legal or uncertain"
Lesotho,LSO,2009,"Male illegal, female legal or uncertain"
Lesotho,LSO,2010,"Male illegal, female legal or uncertain"
Lesotho,LSO,2011,"Male illegal, female legal or uncertain"
Lesotho,LSO,2012,Legal
Lesotho,LSO,2013,Legal
Lesotho,LSO,2014,Legal
Lesotho,LSO,2015,Legal
Lesotho,LSO,2016,Legal
Lesotho,LSO,2017,Legal
Lesotho,LSO,2018,Legal
Lesotho,LSO,2019,Legal
Lesotho,LSO,2020,Legal
Lesotho,LSO,2021,Legal
Lesotho,LSO,2022,Legal
Lesotho,LSO,2023,Legal
Lesotho,LSO,2024,Legal
Liberia,LBR,1978,"Illegal, prison or other penalty"
