País,Año,Legislación
Denmark,1994,Legal
Denmark,1995,Legal
Denmark,1996,Legal
Denmark,1997,Legal
Denmark,1998,Legal
Denmark,1999,Legal
Denmark,2000,Legal
Denmark,2001,Legal
Denmark,2002,Legal
Denmark,2003,Legal
Denmark,2004,Legal
Denmark,2005,Legal
Denmark,2006,Legal
Denmark,2007,Legal
Denmark,2008,Legal
Denmark,2009,Legal
Denmark,2010,Legal
Denmark,2011,Legal
Denmark,2012,Legal
Denmark,2013,Legal
Denmark,2014,Legal
Denmark,2015,Legal
Denmark,2016,Legal
Denmark,2017,Legal
Denmark,2018,Legal
Denmark,2019,Legal
Denmark,2020,Legal
Denmark,2021,Legal
Denmark,2022,Legal
Denmark,2023,Legal
Denmark,2024,Legal
Djibouti,2024,Legal
Dominica,1998,Ilegal
Dominica,1999,Ilegal
Dominica,2000,Ilegal
Dominica,2001,Ilegal
Dominica,2002,Ilegal
Dominica,2003,Ilegal
Dominica,2004,Ilegal
Dominica,2005,Ilegal
Dominica,2006,Ilegal
Dominica,2007,Ilegal
Dominica,2008,Ilegal
Dominica,2009,Ilegal
Dominica,2010,Ilegal
Dominica,2011,Ilegal
Dominica,2012,Ilegal
Dominica,2013,Ilegal
Dominica,2014,Ilegal
Dominica,2015,Ilegal
Dominica,2016,Ilegal
Dominica,2017,Ilegal
Dominica,2018,Ilegal
Dominica,2019,Ilegal
Dominica,2020,Ilegal
Dominica,2021,Ilegal
Dominica,2022,Ilegal
Dominica,2023,Ilegal
Dominica,2024,Legal
Dominican Republic,1950,Legal
Dominican Republic,1951,Legal
Dominican Republic,1952,Legal
Dominican Republic,1953,Legal
Dominican Republic,1954,Legal
Dominican Republic,1955,Legal
Dominican Republic,1956,Legal
Dominican Republic,1957,Legal
Dominican Republic,1958,Legal
Dominican Republic,1959,Legal
Dominican Republic,1960,Legal
Dominican Republic,1961,Legal
Dominican Republic,1962,Legal
Dominican Republic,1963,Legal
Dominican Republic,1964,Legal
Dominican Republic,1965,Legal
Dominican Republic,1966,Legal
Dominican Republic,1967,Legal
Dominican Republic,1968,Legal
Dominican Republic,1969,Legal
Dominican Republic,1970,Legal
Dominican Republic,1971,Legal
Dominican Republic,1972,Legal
Dominican Republic,1973,Legal
Dominican Republic,1974,Legal
Dominican Republic,1975,Legal
Dominican Republic,1976,Legal
Dominican Republic,1977,Legal
Dominican Republic,1978,Legal
Dominican Republic,1979,Legal
Dominican Republic,1980,Legal
Dominican Republic,1981,Legal
Dominican Republic,1982,Legal
Dominican Republic,1983,Legal
Dominican Republic,1984,Legal
Dominican Republic,1985,Legal
Dominican Republic,1986,Legal
Dominican Republic,1987,Legal
Dominican Republic,1988,Legal
Dominican Republic,1989,Legal
Dominican Republic,1990,Legal
Dominican Republic,1991,Legal
Dominican Republic,1992,Legal
Dominican Republic,1993,Legal
Dominican Republic,1994,Legal
Dominican Republic,1995,Legal
Dominican Republic,1996,Legal
Dominican Republic,1997,Legal
Dominican Republic,1998,Legal
Dominican Republic,1999,Legal
Dominican Republic,2000,Legal
Dominican Republic,2001,Legal
Dominican Republic,2002,Legal
Dominican Republic,2003,Legal
Dominican Republic,2004,Legal
Dominican Republic,2005,Legal
Dominican Republic,2006,Legal
Dominican Republic,2007,Legal
Dominican Republic,2008,Legal
Dominican Republic,2009,Legal
Dominican Republic,2010,Legal
Dominican Republic,2011,Legal
Dominican Republic,2012,Legal
Dominican Republic,2013,Legal
Dominican Republic,2014,Legal
Dominican Republic,2015,Legal
Dominican Republic,2016,Legal
Dominican Republic,2017,Legal
Dominican Republic,2018,Legal
Dominican Republic,2019,Legal
Dominican Republic,2020,Legal
Dominican Republic,2021,Legal
Dominican Republic,2022,Legal
Dominican Republic,2023,Legal
Dominican Republic,2024,Legal
East Timor,1975,Legal
East Timor,1976,Legal
East Timor,1977,Legal
East Timor,1978,Legal
East Timor,1979,Legal
East Timor,1980,Legal
East Timor,1981,Legal
East Timor,1982,Legal
East Timor,1983,Legal
East Timor,1984,Legal
East Timor,1985,Legal
East Timor,1986,Legal
East Timor,1987,Legal
East Timor,1988,Legal
East Timor,1989,Legal
East Timor,1990,Legal
East Timor,1991,Legal
East Timor,1992,Legal
East Timor,1993,Legal
East Timor,1994,Legal
East Timor,1995,Legal
East Timor,1996,Legal
East Timor,1997,Legal
East Timor,1998,Legal
East Timor,1999,Legal
East Timor,2000,Legal
East Timor,2001,Legal
East Timor,2002,Legal
East Timor,2003,Legal
East Timor,2004,Legal
East Timor,2005,Legal
East Timor,2006,Legal
East Timor,2007,Legal
East Timor,2008,Legal
East Timor,2009,Legal
East Timor,2010,Legal
East Timor,2011,Legal
East Timor,2012,Legal
East Timor,2013,Legal
East Timor,2014,Legal
East Timor,2015,Legal
East Timor,2016,Legal
East Timor,2017,Legal
East Timor,2018,Legal
East Timor,2019,Legal
East Timor,2020,Legal
East Timor,2021,Legal
East Timor,2022,Legal
East Timor,2023,Legal
East Timor,2024,Legal
Ecuador,1997,Legal
Ecuador,1998,Legal
Ecuador,1999,Legal
Ecuador,2000,Legal
Ecuador,2001,Legal
Ecuador,2002,Legal
Ecuador,2003,Legal
Ecuador,2004,Legal
Ecuador,2005,Legal
Ecuador,2006,Legal
Ecuador,2007,Legal
Ecuador,2008,Legal
Ecuador,2009,Legal
Ecuador,2010,Legal
Ecuador,2011,Legal
Ecuador,2012,Legal
Ecuador,2013,Legal
Ecuador,2014,Legal
Ecuador,2015,Legal
Ecuador,2016,Legal
Ecuador,2017,Legal
Ecuador,2018,Legal
Ecuador,2019,Legal
Ecuador,2020,Legal
Ecuador,2021,Legal
Ecuador,2022,Legal
Ecuador,2023,Legal
Ecuador,2024,Legal
Egypt,2000,Ilegal
Egypt,2001,Ilegal
Egypt,2002,Ilegal
Egypt,2003,Ilegal
Egypt,2004,Ilegal
Egypt,2005,Ilegal
Egypt,2006,Ilegal
Egypt,2007,Ilegal
Egypt,2008,Ilegal
Egypt,2009,Ilegal
Egypt,2010,Ilegal
Egypt,2011,Ilegal
Egypt,2012,Ilegal
Egypt,2013,Ilegal
Egypt,2014,Ilegal
Egypt,2015,Ilegal
Egypt,2016,Ilegal
Egypt,2017,Ilegal
Egypt,2018,Ilegal
Egypt,2019,Ilegal
Egypt,2020,Ilegal
Egypt,2021,Ilegal
Egypt,2022,Ilegal
Egypt,2023,Ilegal
Egypt,2024,Ilegal
El Salvador,1974,Legal
El Salvador,1975,Legal
El Salvador,1976,Legal
El Salvador,1977,Legal
El Salvador,1978,Legal
El Salvador,1979,Legal
El Salvador,1980,Legal
El Salvador,1981,Legal
El Salvador,1982,Legal
El Salvador,1983,Legal
El Salvador,1984,Legal
El Salvador,1985,Legal
El Salvador,1986,Legal
El Salvador,1987,Legal
El Salvador,1988,Legal
El Salvador,1989,Legal
El Salvador,1990,Legal
El Salvador,1991,Legal
El Salvador,1992,Legal
El Salvador,1993,Legal
El Salvador,1994,Legal
El Salvador,1995,Legal
El Salvador,1996,Legal
El Salvador,1997,Legal
El Salvador,1998,Legal
El Salvador,1999,Legal
El Salvador,2000,Legal
El Salvador,2001,Legal
El Salvador,2002,Legal
El Salvador,2003,Legal
El Salvador,2004,Legal
El Salvador,2005,Legal
El Salvador,2006,Legal
El Salvador,2007,Legal
El Salvador,2008,Legal
El Salvador,2009,Legal
El Salvador,2010,Legal
El Salvador,2011,Legal
El Salvador,2012,Legal
El Salvador,2013,Legal
El Salvador,2014,Legal
El Salvador,2015,Legal
El Salvador,2016,Legal
El Salvador,2017,Legal
El Salvador,2018,Legal
El Salvador,2019,Legal
El Salvador,2020,Legal
El Salvador,2021,Legal
El Salvador,2022,Legal
El Salvador,2023,Legal
El Salvador,2024,Legal
Equatorial Guinea,1968,Legal
Equatorial Guinea,1969,Legal
Equatorial Guinea,1970,Legal
Equatorial Guinea,1971,Legal
Equatorial Guinea,1972,Legal
Equatorial Guinea,1973,Legal
Equatorial Guinea,1974,Legal
Equatorial Guinea,1975,Legal
Equatorial Guinea,1976,Legal
Equatorial Guinea,1977,Legal
Equatorial Guinea,1978,Legal
Equatorial Guinea,1979,Legal
Equatorial Guinea,1980,Legal
Equatorial Guinea,1981,Legal
Equatorial Guinea,1982,Legal
Equatorial Guinea,1983,Legal
Equatorial Guinea,1984,Legal
Equatorial Guinea,1985,Legal
Equatorial Guinea,1986,Legal
Equatorial Guinea,1987,Legal
Equatorial Guinea,1988,Legal
Equatorial Guinea,1989,Legal
Equatorial Guinea,1990,Legal
Equatorial Guinea,1991,Legal
Equatorial Guinea,1992,Legal
Equatorial Guinea,1993,Legal
Equatorial Guinea,1994,Legal
Equatorial Guinea,1995,Legal
Equatorial Guinea,1996,Legal
Equatorial Guinea,1997,Legal
Equatorial Guinea,1998,Legal
Equatorial Guinea,1999,Legal
Equatorial Guinea,2000,Legal
Equatorial Guinea,2001,Legal
Equatorial Guinea,2002,Legal
Equatorial Guinea,2003,Legal
Equatorial Guinea,2004,Legal
Equatorial Guinea,2005,Legal
Equatorial Guinea,2006,Legal
Equatorial Guinea,2007,Legal
Equatorial Guinea,2008,Legal
Equatorial Guinea,2009,Legal
Equatorial Guinea,2010,Legal
Equatorial Guinea,2011,Legal
Equatorial Guinea,2012,Legal
Equatorial Guinea,2013,Legal
Equatorial Guinea,2014,Legal
Equatorial Guinea,2015,Legal
Equatorial Guinea,2016,Legal
Equatorial Guinea,2017,Legal
Equatorial Guinea,2018,Legal
Equatorial Guinea,2019,Legal
Equatorial Guinea,2020,Legal
Equatorial Guinea,2021,Legal
Equatorial Guinea,2022,Legal
Equatorial Guinea,2023,Legal
Equatorial Guinea,2024,Legal
Eritrea,1957,Ilegal
Eritrea,1958,Ilegal
Eritrea,1959,Ilegal
Eritrea,1960,Ilegal
Eritrea,1961,Ilegal
Eritrea,1962,Ilegal
Eritrea,1963,Ilegal
Eritrea,1964,Ilegal
Eritrea,1965,Ilegal
Eritrea,1966,Ilegal
Eritrea,1967,Ilegal
Eritrea,1968,Ilegal
Eritrea,1969,Ilegal
Eritrea,1970,Ilegal
Eritrea,1971,Ilegal
Eritrea,1972,Ilegal
Eritrea,1973,Ilegal
Eritrea,1974,Ilegal
Eritrea,1975,Ilegal
Eritrea,1976,Ilegal
Eritrea,1977,Ilegal
Eritrea,1978,Ilegal
Eritrea,1979,Ilegal
Eritrea,1980,Ilegal
Eritrea,1981,Ilegal
Eritrea,1982,Ilegal
Eritrea,1983,Ilegal
Eritrea,1984,Ilegal
Eritrea,1985,Ilegal
Eritrea,1986,Ilegal
Eritrea,1987,Ilegal
Eritrea,1988,Ilegal
Eritrea,1989,Ilegal
Eritrea,1990,Ilegal
Eritrea,1991,Ilegal
Eritrea,1992,Ilegal
Eritrea,1993,Ilegal
Eritrea,1994,Ilegal
Eritrea,1995,Ilegal
Eritrea,1996,Ilegal
Eritrea,1997,Ilegal
Eritrea,1998,Ilegal
Eritrea,1999,Ilegal
Eritrea,2000,Ilegal
Eritrea,2001,Ilegal
Eritrea,2002,Ilegal
Eritrea,2003,Ilegal
Eritrea,2004,Ilegal
Eritrea,2005,Ilegal
Eritrea,2006,Ilegal
Eritrea,2007,Ilegal
Eritrea,2008,Ilegal
Eritrea,2009,Ilegal
Eritrea,2010,Ilegal
Eritrea,2011,Ilegal
Eritrea,2012,Ilegal
Eritrea,2013,Ilegal
Eritrea,2014,Ilegal
Eritrea,2015,Ilegal
Eritrea,2016,Ilegal
Eritrea,2017,Ilegal
Eritrea,2018,Ilegal
Eritrea,2019,Ilegal
Eritrea,2020,Ilegal
Eritrea,2021,Ilegal
Eritrea,2022,Ilegal
Eritrea,2023,Ilegal
Eritrea,2024,Ilegal
Estonia,1950,Ilegal
Estonia,1951,Ilegal
Estonia,1952,Ilegal
Estonia,1953,Ilegal
Estonia,1954,Ilegal
Estonia,1955,Ilegal
Estonia,1956,Ilegal
Estonia,1957,Ilegal
Estonia,1958,Ilegal
Estonia,1959,Ilegal
Estonia,1960,Ilegal
Estonia,1961,Ilegal
Estonia,1962,Ilegal
Estonia,1963,Ilegal
Estonia,1964,Ilegal
Estonia,1965,Ilegal
Estonia,1966,Ilegal
Estonia,1967,Ilegal
Estonia,1968,Ilegal
Estonia,1969,Ilegal
Estonia,1970,Ilegal
Estonia,1971,Ilegal
Estonia,1972,Ilegal
Estonia,1973,Ilegal
Estonia,1974,Ilegal
Estonia,1975,Ilegal
Estonia,1976,Ilegal
Estonia,1977,Ilegal
Estonia,1978,Ilegal
Estonia,1979,Ilegal
Estonia,1980,Ilegal
Estonia,1981,Ilegal
Estonia,1982,Ilegal
Estonia,1983,Ilegal
Estonia,1984,Ilegal
Estonia,1985,Ilegal
Estonia,1986,Ilegal
Estonia,1987,Ilegal
Estonia,1988,Ilegal
Estonia,1989,Ilegal
Estonia,1990,Ilegal
Estonia,1991,Ilegal
Estonia,1992,Legal
Estonia,1993,Legal
Estonia,1994,Legal
Estonia,1995,Legal
Estonia,1996,Legal
Estonia,1997,Legal
Estonia,1998,Legal
Estonia,1999,Legal
Estonia,2000,Legal
Estonia,2001,Legal
Estonia,2002,Legal
Estonia,2003,Legal
Estonia,2004,Legal
Estonia,2005,Legal
Estonia,2006,Legal
Estonia,2007,Legal
Estonia,2008,Legal
Estonia,2009,Legal
Estonia,2010,Legal
Estonia,2011,Legal
Estonia,2012,Legal
Estonia,2013,Legal
Estonia,2014,Legal
Estonia,2015,Legal
Estonia,2016,Legal
Estonia,2017,Legal
Estonia,2018,Legal
Estonia,2019,Legal
Estonia,2020,Legal
Estonia,2021,Legal
Estonia,2022,Legal
Estonia,2023,Legal
Estonia,2024,Legal
Eswatini,1950,Ilegal
Eswatini,1951,Ilegal
Eswatini,1952,Ilegal
Eswatini,1953,Ilegal
Eswatini,1954,Ilegal
Eswatini,1955,Ilegal
Eswatini,1956,Ilegal
Eswatini,1957,Ilegal
Eswatini,1958,Ilegal
Eswatini,1959,Ilegal
Eswatini,1960,Ilegal
Eswatini,1961,Ilegal
Eswatini,1962,Ilegal
Eswatini,1963,Ilegal
Eswatini,1964,Ilegal
Eswatini,1965,Ilegal
Eswatini,1966,Ilegal
Eswatini,1967,Ilegal
Eswatini,1968,Ilegal
Eswatini,1969,Ilegal
Eswatini,1970,Ilegal
Eswatini,1971,Ilegal
Eswatini,1972,Ilegal
Eswatini,1973,Ilegal
Eswatini,1974,Ilegal
Eswatini,1975,Ilegal
Eswatini,1976,Ilegal
Eswatini,1977,Ilegal
Eswatini,1978,Ilegal
Eswatini,1979,Ilegal
Eswatini,1980,Ilegal
Eswatini,1981,Ilegal
Eswatini,1982,Ilegal
Eswatini,1983,Ilegal
Eswatini,1984,Ilegal
Eswatini,1985,Ilegal
Eswatini,1986,Ilegal
Eswatini,1987,Ilegal
Eswatini,1988,Ilegal
Eswatini,1989,Ilegal
Eswatini,1990,Ilegal
Eswatini,1991,Ilegal
Eswatini,1992,Ilegal
Eswatini,1993,Ilegal
Eswatini,1994,Ilegal
Eswatini,1995,Ilegal
Eswatini,1996,Ilegal
Eswatini,1997,Ilegal
Eswatini,1998,Ilegal
Eswatini,1999,Ilegal
Eswatini,2000,Ilegal
Eswatini,2001,Ilegal
Eswatini,2002,Ilegal
Eswatini,2003,Ilegal
Eswatini,2004,Ilegal
Eswatini,2005,Ilegal
Eswatini,2006,Ilegal
Eswatini,2007,Ilegal
Eswatini,2008,Ilegal
Eswatini,2009,Ilegal
Eswatini,2010,Ilegal
Eswatini,2011,Ilegal
Eswatini,2012,Ilegal
Eswatini,2013,Ilegal
Eswatini,2014,Ilegal
Eswatini,2015,Ilegal
Eswatini,2016,Ilegal
Eswatini,2017,Ilegal
Eswatini,2018,Ilegal
Eswatini,2019,Ilegal
Eswatini,2020,Ilegal
Eswatini,2021,Ilegal
Eswatini,2022,Ilegal
Eswatini,2023,Ilegal
Eswatini,2024,Ilegal
Ethiopia,2024,Ilegal
Fiji,1950,Ilegal
Fiji,1951,Ilegal
Fiji,1952,Ilegal
Fiji,1953,Ilegal
Fiji,1954,Ilegal
Fiji,1955,Ilegal
Fiji,1956,Ilegal
Fiji,1957,Ilegal
Fiji,1958,Ilegal
Fiji,1959,Ilegal
Fiji,1960,Ilegal
Fiji,1961,Ilegal
Fiji,1962,Ilegal
Fiji,1963,Ilegal
Fiji,1964,Ilegal
Fiji,1965,Ilegal
Fiji,1966,Ilegal
Fiji,1967,Ilegal
Fiji,1968,Ilegal
Fiji,1969,Ilegal
Fiji,1970,Ilegal
Fiji,1971,Ilegal
Fiji,1972,Ilegal
Fiji,1973,Ilegal
Fiji,1974,Ilegal
Fiji,1975,Ilegal
Fiji,1976,Ilegal
Fiji,1977,Ilegal
Fiji,1978,Ilegal
Fiji,1979,Ilegal
Fiji,1980,Ilegal
Fiji,1981,Ilegal
Fiji,1982,Ilegal
Fiji,1983,Ilegal
Fiji,1984,Ilegal
Fiji,1985,Ilegal
Fiji,1986,Ilegal
Fiji,1987,Ilegal
Fiji,1988,Ilegal
Fiji,1989,Ilegal
Fiji,1990,Ilegal
Fiji,1991,Ilegal
Fiji,1992,Ilegal
Fiji,1993,Ilegal
Fiji,1994,Ilegal
Fiji,1995,Ilegal
Fiji,1996,Ilegal
Fiji,1997,Ilegal
Fiji,1998,Ilegal
Fiji,1999,Ilegal
Fiji,2000,Ilegal
Fiji,2001,Ilegal
Fiji,2002,Ilegal
Fiji,2003,Ilegal
Fiji,2004,Ilegal
Fiji,2005,Ilegal
Fiji,2006,Ilegal
Fiji,2007,Ilegal
Fiji,2008,Ilegal
Fiji,2009,Ilegal
Fiji,2010,Legal
Fiji,2011,Legal
Fiji,2012,Legal
Fiji,2013,Legal
Fiji,2014,Legal
Fiji,2015,Legal
Fiji,2016,Legal
Fiji,2017,Legal
Fiji,2018,Legal
Fiji,2019,Legal
Fiji,2020,Legal
Fiji,2021,Legal
Fiji,2022,Legal
Fiji,2023,Legal
Fiji,2024,Legal
Finland,1950,Ilegal
Finland,1951,Ilegal
Finland,1952,Ilegal
Finland,1953,Ilegal
Finland,1954,Ilegal
Finland,1955,Ilegal
Finland,1956,Ilegal
Finland,1957,Ilegal
Finland,1958,Ilegal
Finland,1959,Ilegal
Finland,1960,Ilegal
Finland,1961,Ilegal
Finland,1962,Ilegal
Finland,1963,Ilegal
Finland,1964,Ilegal
Finland,1965,Ilegal
Finland,1966,Ilegal
Finland,1967,Ilegal
Finland,1968,Ilegal
Finland,1969,Ilegal
Finland,1970,Ilegal
Finland,1971,Legal
Finland,1972,Legal
Finland,1973,Legal
Finland,1974,Legal
Finland,1975,Legal
Finland,1976,Legal
Finland,1977,Legal
Finland,1978,Legal
Finland,1979,Legal
Finland,1980,Legal
Finland,1981,Legal
Finland,1982,Legal
Finland,1983,Legal
Finland,1984,Legal
Finland,1985,Legal
Finland,1986,Legal
Finland,1987,Legal
Finland,1988,Legal
Finland,1989,Legal
Finland,1990,Legal
Finland,1991,Legal
Finland,1992,Legal
Finland,1993,Legal
Finland,1994,Legal
Finland,1995,Legal
Finland,1996,Legal
Finland,1997,Legal
Finland,1998,Legal
Finland,1999,Legal
Finland,2000,Legal
Finland,2001,Legal
Finland,2002,Legal
Finland,2003,Legal
Finland,2004,Legal
Finland,2005,Legal
Finland,2006,Legal
Finland,2007,Legal
Finland,2008,Legal
Finland,2009,Legal
Finland,2010,Legal
Finland,2011,Legal
Finland,2012,Legal
Finland,2013,Legal
Finland,2014,Legal
Finland,2015,Legal
Finland,2016,Legal
Finland,2017,Legal
Finland,2018,Legal
Finland,2019,Legal
Finland,2020,Legal
Finland,2021,Legal
Finland,2022,Legal
Finland,2023,Legal
Finland,2024,Legal
France,1950,Legal
France,1951,Legal
France,1952,Legal
France,1953,Legal
France,1954,Legal
France,1955,Legal
France,1956,Legal
France,1957,Legal
France,1958,Legal
France,1959,Legal
France,1960,Legal
France,1961,Legal
France,1962,Legal
France,1963,Legal
France,1964,Legal
France,1965,Legal
France,1966,Legal
France,1967,Legal
France,1968,Legal
France,1969,Legal
France,1970,Legal
France,1971,Legal
France,1972,Legal
France,1973,Legal
France,1974,Legal
France,1975,Legal
France,1976,Legal
France,1977,Legal
France,1978,Legal
France,1979,Legal
France,1980,Legal
France,1981,Legal
France,1982,Legal
France,1983,Legal
France,1984,Legal
France,1985,Legal
France,1986,Legal
France,1987,Legal
France,1988,Legal
France,1989,Legal
France,1990,Legal
France,1991,Legal
France,1992,Legal
France,1993,Legal
France,1994,Legal
France,1995,Legal
France,1996,Legal
France,1997,Legal
France,1998,Legal
France,1999,Legal
France,2000,Legal
France,2001,Legal
France,2002,Legal
France,2003,Legal
France,2004,Legal
France,2005,Legal
France,2006,Legal
France,2007,Legal
France,2008,Legal
France,2009,Legal
France,2010,Legal
France,2011,Legal
France,2012,Legal
France,2013,Legal
France,2014,Legal
France,2015,Legal
France,2016,Legal
France,2017,Legal
France,2018,Legal
France,2019,Legal
France,2020,Legal
France,2021,Legal
France,2022,Legal
France,2023,Legal
France,2024,Legal
Gabon,1963,Legal
Gabon,1964,Legal
Gabon,1965,Legal
Gabon,1966,Legal
Gabon,1967,Legal
Gabon,1968,Legal
Gabon,1969,Legal
Gabon,1970,Legal
Gabon,1971,Legal
Gabon,1972,Legal
Gabon,1973,Legal
Gabon,1974,Legal
Gabon,1975,Legal
Gabon,1976,Legal
Gabon,1977,Legal
Gabon,1978,Legal
Gabon,1979,Legal
Gabon,1980,Legal
Gabon,1981,Legal
Gabon,1982,Legal
Gabon,1983,Legal
Gabon,1984,Legal
Gabon,1985,Legal
Gabon,1986,Legal
Gabon,1987,Legal
Gabon,1988,Legal
Gabon,1989,Legal
Gabon,1990,Legal
Gabon,1991,Legal
Gabon,1992,Legal
Gabon,1993,Legal
Gabon,1994,Legal
Gabon,1995,Legal
Gabon,1996,Legal
Gabon,1997,Legal
Gabon,1998,Legal
Gabon,1999,Legal
Gabon,2000,Legal
Gabon,2001,Legal
Gabon,2002,Legal
Gabon,2003,Legal
Gabon,2004,Legal
Gabon,2005,Legal
Gabon,2006,Legal
Gabon,2007,Legal
Gabon,2008,Legal
Gabon,2009,Legal
Gabon,2010,Legal
Gabon,2011,Legal
Gabon,2012,Legal
Gabon,2013,Legal
Gabon,2014,Legal
Gabon,2015,Legal
Gabon,2016,Legal
Gabon,2017,Legal
Gabon,2018,Legal
Gabon,2019,Ilegal
Gabon,2020,Legal
Gabon,2021,Legal
Gabon,2022,Legal
Gabon,2023,Legal
Gabon,2024,Legal
Gambia,1950,Ilegal
Gambia,1951,Ilegal
Gambia,1952,Ilegal
Gambia,1953,Ilegal
Gambia,1954,Ilegal
Gambia,1955,Ilegal
Gambia,1956,Ilegal
Gambia,1957,Ilegal
Gambia,1958,Ilegal
Gambia,1959,Ilegal
Gambia,1960,Ilegal
Gambia,1961,Ilegal
Gambia,1962,Ilegal
Gambia,1963,Ilegal
Gambia,1964,Ilegal
Gambia,1965,Ilegal
Gambia,1966,Ilegal
Gambia,1967,Ilegal
Gambia,1968,Ilegal
Gambia,1969,Ilegal
Gambia,1970,Ilegal
Gambia,1971,Ilegal
Gambia,1972,Ilegal
Gambia,1973,Ilegal
Gambia,1974,Ilegal
Gambia,1975,Ilegal
Gambia,1976,Ilegal
Gambia,1977,Ilegal
Gambia,1978,Ilegal
Gambia,1979,Ilegal
Gambia,1980,Ilegal
Gambia,1981,Ilegal
Gambia,1982,Ilegal
Gambia,1983,Ilegal
Gambia,1984,Ilegal
Gambia,1985,Ilegal
Gambia,1986,Ilegal
Gambia,1987,Ilegal
Gambia,1988,Ilegal
Gambia,1989,Ilegal
Gambia,1990,Ilegal
Gambia,1991,Ilegal
Gambia,1992,Ilegal
Gambia,1993,Ilegal
Gambia,1994,Ilegal
Gambia,1995,Ilegal
Gambia,1996,Ilegal
Gambia,1997,Ilegal
Gambia,1998,Ilegal
Gambia,1999,Ilegal
Gambia,2000,Ilegal
Gambia,2001,Ilegal
Gambia,2002,Ilegal
Gambia,2003,Ilegal
Gambia,2004,Ilegal
Gambia,2005,Ilegal
Gambia,2006,Ilegal
Gambia,2007,Ilegal
Gambia,2008,Ilegal
Gambia,2009,Ilegal
Gambia,2010,Ilegal
Gambia,2011,Ilegal
Gambia,2012,Ilegal
Gambia,2013,Ilegal
Gambia,2014,Ilegal
Gambia,2015,Ilegal
Gambia,2016,Ilegal
Gambia,2017,Ilegal
Gambia,2018,Ilegal
Gambia,2019,Ilegal
Gambia,2020,Ilegal
Gambia,2021,Ilegal
Gambia,2022,Ilegal
Gambia,2023,Ilegal
Gambia,2024,Ilegal
Georgia,1950,Ilegal
Georgia,1951,Ilegal
Georgia,1952,Ilegal
Georgia,1953,Ilegal
Georgia,1954,Ilegal
Georgia,1955,Ilegal
Georgia,1956,Ilegal
Georgia,1957,Ilegal
Georgia,1958,Ilegal
Georgia,1959,Ilegal
Georgia,1960,Ilegal
Georgia,1961,Ilegal
Georgia,1962,Ilegal
Georgia,1963,Ilegal
Georgia,1964,Ilegal
Georgia,1965,Ilegal
Georgia,1966,Ilegal
Georgia,1967,Ilegal
Georgia,1968,Ilegal
Georgia,1969,Ilegal
Georgia,1970,Ilegal
Georgia,1971,Ilegal
Georgia,1972,Ilegal
Georgia,1973,Ilegal
Georgia,1974,Ilegal
Georgia,1975,Ilegal
Georgia,1976,Ilegal
Georgia,1977,Ilegal
Georgia,1978,Ilegal
Georgia,1979,Ilegal
Georgia,1980,Ilegal
Georgia,1981,Ilegal
Georgia,1982,Ilegal
Georgia,1983,Ilegal
Georgia,1984,Ilegal
Georgia,1985,Ilegal
Georgia,1986,Ilegal
Georgia,1987,Ilegal
Georgia,1988,Ilegal
Georgia,1989,Ilegal
Georgia,1990,Ilegal
Georgia,1991,Ilegal
Georgia,1992,Ilegal
Georgia,1993,Ilegal
Georgia,1994,Ilegal
Georgia,1995,Ilegal
Georgia,1996,Ilegal
Georgia,1997,Ilegal
Georgia,1998,Ilegal
Georgia,1999,Ilegal
Georgia,2000,Legal
Georgia,2001,Legal
Georgia,2002,Legal
Georgia,2003,Legal
Georgia,2004,Legal
Georgia,2005,Legal
Georgia,2006,Legal
Georgia,2007,Legal
Georgia,2008,Legal
Georgia,2009,Legal
Georgia,2010,Legal
Georgia,2011,Legal
Georgia,2012,Legal
Georgia,2013,Legal
Georgia,2014,Legal
Georgia,2015,Legal
Georgia,2016,Legal
Georgia,2017,Legal
Georgia,2018,Legal
Georgia,2019,Legal
Georgia,2020,Legal
Georgia,2021,Legal
Georgia,2022,Legal
Georgia,2023,Legal
Georgia,2024,Legal
Germany,1950,Ilegal
Germany,1951,Ilegal
Germany,1952,Ilegal
Germany,1953,Ilegal
Germany,1954,Ilegal
Germany,1955,Ilegal
Germany,1956,Ilegal
Germany,1957,Ilegal
Germany,1958,Ilegal
Germany,1959,Ilegal
Germany,1960,Ilegal
Germany,1961,Ilegal
Germany,1962,Ilegal
Germany,1963,Ilegal
Germany,1964,Ilegal
Germany,1965,Ilegal
Germany,1966,Ilegal
Germany,1967,Ilegal
Germany,1968,Ilegal
Germany,1969,Legal
Germany,1970,Legal
Germany,1971,Legal
Germany,1972,Legal
Germany,1973,Legal
Germany,1974,Legal
Germany,1975,Legal
Germany,1976,Legal
Germany,1977,Legal
Germany,1978,Legal
Germany,1979,Legal
Germany,1980,Legal
Germany,1981,Legal
Germany,1982,Legal
Germany,1983,Legal
Germany,1984,Legal
Germany,1985,Legal
Germany,1986,Legal
Germany,1987,Legal
Germany,1988,Legal
Germany,1989,Legal
Germany,1990,Legal
Germany,1991,Legal
Germany,1992,Legal
Germany,1993,Legal
Germany,1994,Legal
Germany,1995,Legal
Germany,1996,Legal
Germany,1997,Legal
Germany,1998,Legal
Germany,1999,Legal
Germany,2000,Legal
Germany,2001,Legal
Germany,2002,Legal
Germany,2003,Legal
Germany,2004,Legal
Germany,2005,Legal
